Education_Sector,School_Name,School_Type,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,LGA_Name,X,Y
Catholic,Marcellin College,Secondary,160 Bulleen Road,,BULLEEN,VIC,3105,Manningham (C),145.082675,-37.774782
Catholic,Marist-Sion College,Secondary,165 Burke Street,,WARRAGUL,VIC,3820,Baw Baw (S),145.915266,-38.159029
Catholic,St Theresa's School,Primary,16 Drummartin Street,,ALBION,VIC,3020,Brimbank (C),144.820196,-37.782193
Catholic,St Bernadette's School,Primary,53 Stanley Street,,IVANHOE WEST,VIC,3079,Banyule (C),145.034125,-37.763063
Catholic,St Colman's School,Primary,46 Dunlop Street,,MORTLAKE,VIC,3272,Moyne (S),142.8020236,-38.07993674
Catholic,St Agnes' School,Primary,Peterson Street,,HIGHETT,VIC,3190,Bayside (C),145.031826,-37.946096
Catholic,Our Lady of the Assumption School,Primary,9 Centre Dandenong Road,,CHELTENHAM,VIC,3192,Kingston (C),145.059713,-37.965505
Catholic,Sacred Heart School,Primary,50 Monastery Drive,35 Wicklow Avenue,CROYDON,VIC,3136,Maroondah (C),145.272793,-37.79749
Catholic,St Malachy's School,Primary,34 Lake Street,,EDENHOPE,VIC,3318,West Wimmera (S),141.300045,-37.034028
Catholic,St Mary's School,Primary,Myrtle Street,,ALEXANDRA,VIC,3714,Murrindindi (S),145.713385,-37.191268
Catholic,Holy Spirit School,Primary,197 Clarendon Street,,THORNBURY EAST,VIC,3071,Darebin (C),145.01619,-37.760845
Catholic,Sacred Heart School,Primary,2-4 Winifred Street,,ST ALBANS,VIC,3021,Brimbank (C),144.800053,-37.73769
Catholic,St Thomas The Apostle School,Primary,67 Central Road,,BLACKBURN,VIC,3130,Whitehorse (C),145.157434,-37.823247
Catholic,St Mary's School,Primary,5-7 Southam Street,,RUSHWORTH,VIC,3612,Campaspe (S),145.011203,-36.587795
Catholic,St Michael's School,Primary,Davis Street,,HEYFIELD,VIC,3858,Wellington (S),146.7842665,-37.98075149
Catholic,St Thomas Aquinas School,Primary,51 Plume Street,,NORLANE,VIC,3214,Greater Geelong (C),144.35882,-38.090171
Catholic,St Pius X School,Primary,431 Waterdale Road,,HEIDELBERG WEST,VIC,3081,Banyule (C),145.04629,-37.746924
Catholic,St Margaret Mary's School,Primary,181 Hudsons Road,,SPOTSWOOD,VIC,3015,Hobsons Bay (C),144.877732,-37.829084
Catholic,Monivae College,Secondary,133 Ballarat Road,,HAMILTON,VIC,3300,Southern Grampians (S),142.0494536,-37.74203709
Catholic,St Anthony's School,Primary,90 Buckley Street,,NOBLE PARK,VIC,3174,Greater Dandenong (C),145.172427,-37.97171
Catholic,St Peter's School,Primary,16 Mary Street,,CLAYTON,VIC,3168,Monash (C),145.121859,-37.92314
Catholic,St Joseph's School,Primary,33 Lascelles Street,,HOPETOUN,VIC,3396,Yarriambiack (S),142.362192,-35.72393
Catholic,St John Bosco's School,Primary,6 Teague Street,,NIDDRIE,VIC,3042,Moonee Valley (C),144.889028,-37.743657
Catholic,Holy Family School,Primary,143-147 Separation Street,,BELL PARK,VIC,3215,Greater Geelong (C),144.338334,-38.111101
Catholic,Holy Spirit Parish School,Primary,83 Minerva Road,,MANIFOLD HEIGHTS,VIC,3218,Greater Geelong (C),144.329964,-38.135809
Catholic,St Mary's School,Primary,210 Grimshaw Street,,GREENSBOROUGH,VIC,3088,Banyule (C),145.092633,-37.702851
Catholic,Mother of God School,Primary,67 Blanche Street,,ARDEER,VIC,3022,Brimbank (C),144.800812,-37.779414
Catholic,St Peter Chanel School,Primary,848 Ballarat Road,,DEER PARK,VIC,3023,Brimbank (C),144.769266,-37.768526
Catholic,Christ the King Primary School,Primary,28 Riley Court,,BRAYBROOK,VIC,3019,Maribyrnong (C),144.86196,-37.787611
Catholic,Corpus Christi School,Primary,13-21 Widford Street,,GLENROY,VIC,3046,Merri-bek (C),144.922802,-37.703891
Catholic,Killester College,Secondary,433 Springvale Road,,SPRINGVALE,VIC,3171,Greater Dandenong (C),145.152017,-37.959071
Catholic,St Paul's School,Primary,Links Street,,SUNSHINE WEST,VIC,3020,Brimbank (C),144.807516,-37.787534
Catholic,Clonard College,Secondary,225 Church Street,,HERNE HILL,VIC,3218,Greater Geelong (C),144.330481,-38.130078
Catholic,Stella Maris School,Primary,113 Oak Street,,BEAUMARIS,VIC,3193,Bayside (C),145.041044,-37.981986
Catholic,St Therese's School,Primary,27  Albion Street,,KENNINGTON,VIC,3550,Greater Bendigo (C),144.298244,-36.766898
Catholic,St Bernadette's School,Primary,2 Willey Street,,SUNSHINE NORTH,VIC,3020,Brimbank (C),144.835276,-37.771157
Catholic,St James' School,Primary,260 Albert Street,,SEBASTOPOL,VIC,3356,Ballarat (C),143.840181,-37.603467
Catholic,Sacred Heart School,Primary,Olive Grove,,MILDURA,VIC,3500,Mildura (RC),142.152242,-34.187326
Catholic,St Margaret's Primary School,Primary,67 The Esplanade,,MARIBYRNONG,VIC,3032,Maribyrnong (C),144.891039,-37.766895
Catholic,Immaculate Heart of Mary School,Primary,50-54 Monash Road,,NEWBOROUGH,VIC,3825,Latrobe (C),146.291592,-38.184743
Catholic,Holy Family School,Primary,250 Stephensons Road,,MOUNT WAVERLEY,VIC,3149,Monash (C),145.129634,-37.874255
Catholic,St Gerard's School,Primary,71 Gladstone Road,,DANDENONG NORTH,VIC,3175,Greater Dandenong (C),145.205824,-37.971329
Catholic,St Mel's School,Primary,35 Hamilton Street,,SHEPPARTON SOUTH,VIC,3630,Greater Shepparton (C),145.410675,-36.39247
Catholic,Our Lady of Perpetual Succour School,Primary,31 Erasmus Street,,SURREY HILLS,VIC,3127,Whitehorse (C),145.111389,-37.830057
Catholic,St Catherine's School,Primary,14-28 Fletcher Street,,MOORABBIN,VIC,3189,Kingston (C),145.052171,-37.938224
Catholic,Sacred Heart Girls' College,Secondary,113 Warrigal Road,,HUGHESDALE,VIC,3166,Monash (C),145.086083,-37.902163
Catholic,St Vincent de Paul's School,Primary,2 Rowell Street,,MORWELL EAST,VIC,3840,Latrobe (C),146.415478,-38.230608
Catholic,St Mary's School,Primary,47 Hannon Street,,SEA LAKE,VIC,3533,Buloke (S),142.85067,-35.501832
Catholic,St Joseph's School,Primary,40 Milners Road,,YARRA JUNCTION,VIC,3797,Yarra Ranges (S),145.616814,-37.792172
Catholic,St Brendan's School,Primary,Golf Links Road,,LAKES ENTRANCE,VIC,3909,East Gippsland (S),148.012335,-37.87102
Catholic,St Martin of Tours School,Primary,2-12 Silk Street,,ROSANNA,VIC,3084,Banyule (C),145.076979,-37.735182
Catholic,St Michael's School,Primary,Queen Elizabeth Drive,,TALLANGATTA,VIC,3700,Towong (S),147.173415,-36.216232
Catholic,Christ Our Holy Redeemer School,Primary,43 Ferntree Gully Road,,OAKLEIGH EAST,VIC,3166,Monash (C),145.105753,-37.896158
Catholic,Our Lady of the Nativity School,Primary,29 Fawkner Street,,ABERFELDIE,VIC,3040,Moonee Valley (C),144.896581,-37.756347
Catholic,St John's Regional College,Secondary,5-11 Caroline Street,,DANDENONG,VIC,3175,Greater Dandenong (C),145.226256,-37.990229
Catholic,Nagle College,Secondary,20 Hope Avenue,,BAIRNSDALE,VIC,3875,East Gippsland (S),147.587656,-37.837096
Catholic,St Mary's School,Pri/Sec,12 Watkin Street,,ROBINVALE,VIC,3549,Swan Hill (RC),142.7785055,-34.58470583
Catholic,Our Lady's School,Primary,White Street,,WANGARATTA,VIC,3677,Wangaratta (RC),146.321144,-36.372191
Catholic,Emmaus College,Pri/Sec,503 Springvale Road,,VERMONT SOUTH,VIC,3133,Whitehorse (C),145.174107,-37.84779
Catholic,St Dominic's School,Primary,408 Camp Road,,BROADMEADOWS,VIC,3047,Hume (C),144.923702,-37.685055
Catholic,St Patrick's School,Primary,Mangan Street,,TONGALA,VIC,3621,Campaspe (S),144.953591,-36.252656
Catholic,St Leonard's School,Primary,349 Springvale Road,,GLEN WAVERLEY,VIC,3150,Monash (C),145.163894,-37.886803
Catholic,St Scholastica's School,Primary,4-8 Starling Street,,BENNETTSWOOD,VIC,3125,Whitehorse (C),145.125908,-37.851646
Catholic,St Christopher's School,Primary,2-16 Doon Avenue,,GLEN WAVERLEY,VIC,3150,Monash (C),145.1501975,-37.87109838
Catholic,St John Vianney's School,Primary,Brisbane Terrace,,PARKDALE EAST,VIC,3195,Kingston (C),145.09249,-37.99047
Catholic,Ss Peter & Paul's School,Primary,16 Beverley Street,,DONCASTER EAST,VIC,3109,Manningham (C),145.1534,-37.790552
Catholic,St Mary of the Angels College,Secondary,Chapel Street,,NATHALIA,VIC,3638,Moira (S),145.208748,-36.057656
Catholic,Holy Family School,Primary,100 Power Road,,DOVETON,VIC,3177,Casey (C),145.238629,-37.990496
Catholic,Aquinas College,Secondary,46 Great Ryrie Street,,RINGWOOD,VIC,3134,Maroondah (C),145.234935,-37.823058
Catholic,St Matthew's School,Primary,95 William Street,,FAWKNER NORTH,VIC,3060,Merri-bek (C),144.967951,-37.698156
Catholic,St John Vianney's School,Primary,23 Police Road,,MULGRAVE,VIC,3170,Monash (C),145.159559,-37.932718
Catholic,St Luke's School,Primary,1A David Street,,LALOR,VIC,3075,Whittlesea (C),145.0188321,-37.67237431
Catholic,St Francis de Sales School,Primary,626 Pascoe Vale Road,,OAK PARK,VIC,3046,Merri-bek (C),144.921079,-37.718847
Catholic,St Thomas More's School,Primary,Reynold's Lane,,BELGRAVE,VIC,3160,Yarra Ranges (S),145.3526801,-37.90841476
Catholic,St Pius X School,Primary,32-34 Hoddle Street,,WARRNAMBOOL WEST,VIC,3280,Warrnambool (C),142.46583,-38.364916
Catholic,St Christopher's School,Primary,34 Roberts Road,,AIRPORT WEST,VIC,3042,Moonee Valley (C),144.880249,-37.72501
Catholic,Sacred Heart School,Primary,125 Hart Street,,ELIMINYT,VIC,3250,Colac-Otway (S),143.578547,-38.353155
Catholic,Sacred Heart School,Primary,25 Gipson Street,,DIAMOND CREEK,VIC,3089,Nillumbik (S),145.158777,-37.67214795
Catholic,St Michael's School,Primary,16 Scanlan Street,,BERWICK,VIC,3806,Casey (C),145.353572,-38.033824
Catholic,Ave Maria College,Secondary,14-22 Vida Street,,ABERFELDIE,VIC,3040,Moonee Valley (C),144.897964,-37.756618
Catholic,Our Lady of the Way School,Primary,11-13 Green Avenue,,KINGSBURY,VIC,3083,Darebin (C),145.035525,-37.715261
Catholic,St Luke the Evangelist School,Primary,46 Orchard Grove,,BLACKBURN SOUTH,VIC,3130,Whitehorse (C),145.146714,-37.835551
Catholic,St Bernard's School,Primary,2-14 Williams Road,,WANGARATTA,VIC,3677,Wangaratta (RC),146.305601,-36.346559
Catholic,Our Lady Help of Christians School,Primary,15 Munro Street,,MURTOA,VIC,3390,Yarriambiack (S),142.473651,-36.622676
Catholic,Marian College,Secondary,196 Glengala Road,,SUNSHINE WEST,VIC,3020,Brimbank (C),144.806129,-37.787731
Catholic,Mount St Joseph Girls' College,Secondary,133 Maidstone Street,,ALTONA,VIC,3018,Hobsons Bay (C),144.811674,-37.863902
Catholic,Our Lady Help of Christians School,Primary,480A Gillies Street,,WENDOUREE,VIC,3355,Ballarat (C),143.825614,-37.525436
Catholic,St Clement of Rome School,Primary,9 Egan Drive,,BULLEEN,VIC,3105,Manningham (C),145.090333,-37.767296
Catholic,St Joseph's Primary School,Primary,212 Boronia Road,,BORONIA,VIC,3155,Knox (C),145.274814,-37.862707
Catholic,Sacred Heart School,Primary,111-115 Hansen Street,,CORRYONG,VIC,3707,Towong (S),147.89919,-36.198241
Catholic,Mater Christi College,Secondary,28 Bayview Road,,BELGRAVE,VIC,3160,Yarra Ranges (S),145.3588871,-37.9106377
Catholic,Our Lady of Lourdes School,Primary,23 Orange Grove,,BAYSWATER,VIC,3153,Knox (C),145.265765,-37.848985
Catholic,St Joseph's College,Secondary,5 Brenock Park Drive,,FERNTREE GULLY,VIC,3156,Knox (C),145.295093,-37.89049
Catholic,Annunciation School,Primary,4-14 Nolan Avenue,,BROOKLYN,VIC,3012,Hobsons Bay (C),144.847959,-37.820989
Catholic,St Louis de Montfort's School,Primary,37 Dolphin Street,,ASPENDALE,VIC,3195,Kingston (C),145.102261,-38.018128
Catholic,St Thomas More's School,Primary,30 Angus Street,,HADFIELD,VIC,3046,Merri-bek (C),144.944942,-37.707293
Catholic,Avila College,Secondary,35 Charles Street,,MOUNT WAVERLEY,VIC,3149,Monash (C),145.133255,-37.874671
Catholic,St Philip's School,Primary,60 Junction Road,,BLACKBURN NORTH,VIC,3130,Whitehorse (C),145.166588,-37.807643
Catholic,Holy Child School,Primary,227 Blair Street,,DALLAS,VIC,3047,Hume (C),144.931984,-37.665736
Catholic,Emmanuel College,Secondary,423 Blackshaws Road,,ALTONA NORTH,VIC,3025,Hobsons Bay (C),144.842389,-37.831623
Catholic,St Peter Julian Eymard,Primary,Reay Road,,MOOROOLBARK,VIC,3138,Yarra Ranges (S),145.3175154,-37.7879128
Catholic,St Damian's School,Primary,5 Settlement Road,,BUNDOORA,VIC,3083,Whittlesea (C),145.0572167,-37.6984942
Catholic,St Monica's College,Secondary,16 Davisson Street,,EPPING,VIC,3076,Whittlesea (C),145.031414,-37.655184
Catholic,Christ the King School,Primary,79 Wilsons Road,,NEWCOMB,VIC,3219,Greater Geelong (C),144.393098,-38.166554
Catholic,Mercy College,Secondary,760 Sydney Road,,COBURG,VIC,3058,Merri-bek (C),144.964562,-37.730398
Catholic,St Mary's School,Primary,4-12 Duke Street,,MAFFRA,VIC,3860,Wellington (S),146.9723891,-37.96350023
Catholic,St Macartan's School,Primary,97 Bungower Road,,MORNINGTON,VIC,3931,Mornington Peninsula (S),145.070463,-38.223213
Catholic,St John's School,Primary,14 Jayne Street,,FRANKSTON EAST,VIC,3199,Frankston (C),145.148098,-38.145823
Catholic,St Mary's College for the Deaf,Special,10A Riddell Road,,WANTIRNA SOUTH,VIC,3152,Knox (C),145.242789,-37.877901
Catholic,John Paul College,Secondary,165 Mc Mahons Road,,FRANKSTON,VIC,3199,Frankston (C),145.138867,-38.13557
Catholic,St Anne's School,Primary,86-94 Austin Road,,SEAFORD,VIC,3198,Frankston (C),145.140947,-38.106598
Catholic,Mazenod College,Secondary,Kernot Ave,,MULGRAVE,VIC,3170,Monash (C),145.166144,-37.915204
Catholic,St Martin de Porres School,Primary,158 Military Road,,AVONDALE HEIGHTS,VIC,3034,Moonee Valley (C),144.861624,-37.758468
Catholic,St Gregory the Great School,Primary,396 Manningham Road,,DONCASTER,VIC,3108,Manningham (C),145.122282,-37.780598
Catholic,St Kevin's School,Primary,26-44 Herlihys Road,,TEMPLESTOWE LOWER,VIC,3107,Manningham (C),145.122868,-37.761267
Catholic,St James' School,Primary,51 Centre Road,,VERMONT,VIC,3133,Whitehorse (C),145.20969,-37.836748
Catholic,Good Shepherd School,Primary,30 Academy Avenue,,WHEELERS HILL,VIC,3150,Monash (C),145.166052,-37.908123
Catholic,MacKillop Catholic Regional College,Secondary,1 Russell Street,,WERRIBEE,VIC,3030,Wyndham (C),144.6651016,-37.90950211
Catholic,St Thomas' School,Primary,Guthridge Parade,,SALE,VIC,3850,Wellington (S),147.08331,-38.09940329
Catholic,St Leo the Great Primary School,Primary,389 Mason Street,,ALTONA NORTH,VIC,3025,Hobsons Bay (C),144.851693,-37.839216
Catholic,St Peter's School,Primary,2A Parkside Avenue,,KEILOR EAST,VIC,3033,Moonee Valley (C),144.859418,-37.744237
Catholic,Our Lady Help of Christians School,Primary,28 Selby Road,,WARRNAMBOOL EAST,VIC,3280,Warrnambool (C),142.519533,-38.385247
Catholic,Marian College,Secondary,11-49 Prince Street,,MYRTLEFORD,VIC,3737,Alpine (S),146.72536,-36.55334
Catholic,St Martin de Porres School,Primary,13-25 Bellin Street,,LAVERTON,VIC,3028,Hobsons Bay (C),144.77698,-37.853783
Catholic,St Jude the Apostle School,Primary,53 George Street,,SCORESBY,VIC,3179,Knox (C),145.225957,-37.889844
Catholic,St Monica's School,Primary,137 Brockley Street,,WODONGA WEST,VIC,3690,Wodonga (C),146.872637,-36.126753
Catholic,St Peter's School,Primary,Fenton Street,,BENDIGO NORTH,VIC,3550,Greater Bendigo (C),144.2727362,-36.74416599
Catholic,St Mark's School,Primary,4 - 6 Dimar Crt,,DINGLEY,VIC,3172,Kingston (C),145.129566,-37.986656
Catholic,Holy Eucharist School,Primary,20 Chedgey Drive,,ST ALBANS,VIC,3021,Brimbank (C),144.811408,-37.756436
Catholic,St Paul's Primary School,Primary,Fourteenth Street,,MILDURA,VIC,3500,Mildura (RC),142.156034,-34.204601
Catholic,St Peter Apostle School,Primary,16-38 Guinane Avenue,,HOPPERS CROSSING,VIC,3029,Wyndham (C),144.69031,-37.874642
Catholic,St John XXIII Primary School,Primary,Regal Avenue,,THOMASTOWN EAST,VIC,3074,Whittlesea (C),145.0392037,-37.67842204
Catholic,School of the Good Shepherd,Primary,88 South Circular Road,,GLADSTONE PARK,VIC,3043,Hume (C),144.889458,-37.693031
Catholic,St Agatha's School,Primary,Scott Street,,CRANBOURNE,VIC,3977,Casey (C),145.278852,-38.111642
Catholic,Resurrection School,Primary,402 Corrigan Road,,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),145.16293,-37.989944
Catholic,St Dominic's School,Primary,Church Street,,MELTON,VIC,3337,Melton (C),144.584635,-37.680915
Catholic,St Francis Xavier School,Primary,143 Bacchus Marsh Road,,CORIO,VIC,3214,Greater Geelong (C),144.358129,-38.072033
Catholic,Galen Catholic College,Secondary,College Street,,WANGARATTA,VIC,3677,Wangaratta (RC),146.310537,-36.338747
Catholic,Holy Spirit School,Primary,120 Oban Road,,RINGWOOD NORTH,VIC,3134,Maroondah (C),145.236917,-37.793231
Catholic,Lumen Christi School,Primary,35 Williams Avenue,,CHURCHILL,VIC,3842,Latrobe (C),146.4157105,-38.31640225
Catholic,St Clare's School,Primary,Harbard Street,,THOMASTOWN WEST,VIC,3074,Whittlesea (C),144.9977174,-37.67775056
Catholic,St Anne's School,Primary,16-24  Stewarts Lane,,SUNBURY,VIC,3429,Hume (C),144.717457,-37.568388
Catholic,Our Lady of the Pines School,Primary,77 Carbine Street,,DONVALE,VIC,3111,Manningham (C),145.177211,-37.774442
Catholic,St Jude's School,Primary,30 Warrandyte Road,,LANGWARRIN,VIC,3910,Frankston (C),145.191109,-38.155275
Catholic,St Paul's Kealba Catholic School,Primary,230-240 Sunshine Avenue,,KEALBA,VIC,3021,Brimbank (C),144.81963,-37.733736
Catholic,St Elizabeth's School,Primary,111 Bakers Road,,DANDENONG NORTH,VIC,3175,Greater Dandenong (C),145.198878,-37.946321
Catholic,St Joseph the Worker School,Primary,79 Wilson Boulevard,,RESERVOIR NORTH,VIC,3073,Darebin (C),144.99292,-37.702216
Catholic,Resurrection School,Primary,51 Gum Road,,KINGS PARK,VIC,3021,Brimbank (C),144.775394,-37.736301
Catholic,Catholic Regional College St Albans,Secondary,10 Theodore Street,,ST ALBANS,VIC,3021,Brimbank (C),144.799086,-37.738892
Catholic,St Francis Xavier College,Secondary,4 Beaconsfield Avenue,,BEACONSFIELD,VIC,3807,Cardinia (S),145.373106,-38.052002
Catholic,Nazareth School,Primary,14-16 Griffith Street,,GROVEDALE,VIC,3216,Greater Geelong (C),144.330112,-38.202516
Catholic,St Augustine's Primary School,Primary,Augustine's Way,,KEILOR,VIC,3036,Brimbank (C),144.820517,-37.710633
Catholic,St Anthony's School,Primary,Wilson Road,,MELTON SOUTH,VIC,3338,Melton (C),144.572897,-37.709657
Catholic,St Thomas the Apostle School,Primary,251 Diamond Creek Road,,GREENSBOROUGH NORTH,VIC,3088,Nillumbik (S),145.1191059,-37.68218852
Catholic,St Luke's School,Primary,25 Stokes Road,,WANTIRNA,VIC,3152,Knox (C),145.235066,-37.853378
Catholic,St Peter's School,Primary,2A Killeen Street,,SUNSHINE WEST,VIC,3020,Brimbank (C),144.819619,-37.800283
Catholic,Catholic College Wodonga,Secondary,1 Bowman Court,,WODONGA,VIC,3690,Wodonga (C),146.8623901,-36.12961895
Catholic,Caroline Chisholm Catholic College,Secondary,204 Churchill Avenue,,BRAYBROOK,VIC,3019,Maribyrnong (C),144.8501,-37.785858
Catholic,St Thomas More School,Primary,Cuthbert's Road,,ALFREDTON,VIC,3350,Ballarat (C),143.79995,-37.553494
Catholic,St Mary's School,Primary,58 Clegg Road,,MOUNT EVELYN,VIC,3796,Yarra Ranges (S),145.395858,-37.790516
Catholic,St Anne's School,Primary,60 Knees Road,,PARK ORCHARDS,VIC,3114,Manningham (C),145.218594,-37.773303
Catholic,St Gabriel's School,Primary,30-50 Rangeview Drive,,TRARALGON WEST,VIC,3844,Latrobe (C),146.511052,-38.187649
Catholic,Our Lady's School,Primary,169-171 Craigieburn Road West,,CRAIGIEBURN,VIC,3064,Hume (C),144.931372,-37.598603
Catholic,St Augustine's School,Primary,80 Golf Links Road,,FRANKSTON SOUTH,VIC,3199,Frankston (C),145.145871,-38.172048
Catholic,St Francis of Assisi School,Primary,290-312 Childs Road,,MILL PARK,VIC,3082,Whittlesea (C),145.0589142,-37.66499475
Catholic,Loyola College,Secondary,325 Grimshaw Street,,WATSONIA,VIC,3087,Banyule (C),145.08073,-37.703396
Catholic,St Francis Catholic College,Secondary,109-141 Bulman's Road,,MELTON,VIC,3337,Melton (C),144.550411,-37.677246
Catholic,St Paul Apostle South School,Primary,9 William Hovell Drive,,ENDEAVOUR HILLS,VIC,3802,Casey (C),145.257929,-37.980524
Catholic,St Andrew's School,Primary,96 Bunney Road,,CLAYTON SOUTH,VIC,3169,Kingston (C),145.107195,-37.93489
